time,x,y,z
8.664,-0.07,0.04,0.74
8.665,-0.06,0.04,0.77
8.682,-0.05,0.04,0.80
8.683,-0.05,0.04,0.84
8.683,-0.03,0.05,0.87
8.684,-0.04,0.05,0.89
8.703,-0.04,0.04,0.89
8.704,-0.04,0.05,0.89
8.704,-0.04,0.04,0.88
8.704,-0.05,0.04,0.88
8.723,-0.05,0.03,0.82
8.724,-0.06,0.03,0.88
8.725,-0.08,0.03,0.88
8.725,-0.08,0.03,0.87
8.743,-0.09,0.02,0.87
8.744,-0.08,0.02,0.85
8.745,-0.08,0.01,0.83
8.745,-0.07,0.01,0.85
8.763,-0.06,0.01,0.86
8.764,-0.05,0.01,0.87
8.764,-0.03,-0.00,0.89
8.765,-0.03,0.01,0.93
8.783,-0.02,0.01,0.97
8.783,-0.02,0.02,0.99
8.784,-0.03,0.01,1.00
8.784,-0.02,0.01,1.00
8.811,-0.03,0.01,1.02
8.812,-0.03,0.01,1.04
8.812,-0.05,0.01,1.07
8.812,-0.06,0.01,1.09
